id,type,question,answer
877,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 44, x^2 leaves remainder 1 mod 11 -> 8
1 <= x <= 32, x^2 leaves remainder 1 mod 7 -> 9

Now determine the registry count for:
1 <= x <= 55, x^2 leaves remainder 9 mod 12
Please only give the answer in numerical format and only reply with the answer.",9
878,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 66, x^2 leaves remainder 4 mod 12 -> 22
1 <= x <= 28, x^2 leaves remainder 1 mod 18 -> 3

Now determine the registry count for:
1 <= x <= 69, x^2 leaves remainder 4 mod 5
Please only give the answer in numerical format and only reply with the answer.",28
879,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 32, x^2 leaves remainder 16 mod 18 -> 4
1 <= x <= 64, x^2 leaves remainder 1 mod 5 -> 26

Now determine the registry count for:
1 <= x <= 50, x^2 leaves remainder 1 mod 8
Please only give the answer in numerical format and only reply with the answer.",25
880,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 30, x^2 leaves remainder 16 mod 17 -> 4
1 <= x <= 79, x^2 leaves remainder 0 mod 13 -> 6

Now determine the registry count for:
1 <= x <= 33, x^2 leaves remainder 4 mod 13
Please only give the answer in numerical format and only reply with the answer.",5
881,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 29, x^2 leaves remainder 0 mod 13 -> 2
1 <= x <= 27, x^2 leaves remainder 3 mod 13 -> 4

Now determine the registry count for:
1 <= x <= 41, x^2 leaves remainder 16 mod 17
Please only give the answer in numerical format and only reply with the answer.",5
882,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 25, x^2 leaves remainder 10 mod 13 -> 4
1 <= x <= 43, x^2 leaves remainder 8 mod 17 -> 5

Now determine the registry count for:
1 <= x <= 56, x^2 leaves remainder 9 mod 13
Please only give the answer in numerical format and only reply with the answer.",9
883,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 24, x^2 leaves remainder 15 mod 17 -> 3
1 <= x <= 63, x^2 leaves remainder 0 mod 9 -> 21

Now determine the registry count for:
1 <= x <= 53, x^2 leaves remainder 9 mod 20
Please only give the answer in numerical format and only reply with the answer.",11
884,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 37, x^2 leaves remainder 4 mod 18 -> 4
1 <= x <= 34, x^2 leaves remainder 7 mod 18 -> 4

Now determine the registry count for:
1 <= x <= 49, x^2 leaves remainder 1 mod 5
Please only give the answer in numerical format and only reply with the answer.",20
885,number_theory,"In the square-remainder registry, a number x is accepted only if its square leaves the stated remainder when divided by the stated modulus. The registry records how many accepted numbers lie from 1 up to N.

Earlier registry lines:
1 <= x <= 31, x^2 leaves remainder 7 mod 18 -> 4
1 <= x <= 22, x^2 leaves remainder 2 mod 7 -> 6

Now determine the registry count for:
1 <= x <= 49, x^2 leaves remainder 0 mod 5
Please only give the answer in numerical format and only reply with the answer.",9
886,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=31, M=30, d=30 -> 1
N=65, M=90, d=2 -> 18

Now determine the toll count for:
N=81, M=48, d=3
Please only give the answer in numerical format and only reply with the answer.",14
887,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=76, M=54, d=54 -> 1
N=78, M=45, d=45 -> 1

Now determine the toll count for:
N=25, M=45, d=15
Please only give the answer in numerical format and only reply with the answer.",1
888,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=44, M=20, d=5 -> 4
N=67, M=30, d=1 -> 18

Now determine the toll count for:
N=45, M=45, d=3
Please only give the answer in numerical format and only reply with the answer.",8
889,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=56, M=60, d=15 -> 2
N=76, M=40, d=40 -> 1

Now determine the toll count for:
N=67, M=30, d=30
Please only give the answer in numerical format and only reply with the answer.",2
890,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=32, M=40, d=10 -> 2
N=21, M=45, d=3 -> 4

Now determine the toll count for:
N=59, M=90, d=30
Please only give the answer in numerical format and only reply with the answer.",1
891,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=47, M=54, d=18 -> 2
N=24, M=12, d=4 -> 4

Now determine the toll count for:
N=73, M=12, d=6
Please only give the answer in numerical format and only reply with the answer.",6
892,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=48, M=54, d=6 -> 6
N=49, M=54, d=2 -> 16

Now determine the toll count for:
N=69, M=36, d=9
Please only give the answer in numerical format and only reply with the answer.",4
893,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=39, M=45, d=9 -> 4
N=76, M=20, d=4 -> 16

Now determine the toll count for:
N=82, M=45, d=3
Please only give the answer in numerical format and only reply with the answer.",14
894,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=68, M=60, d=2 -> 9
N=42, M=54, d=3 -> 5

Now determine the toll count for:
N=74, M=40, d=5
Please only give the answer in numerical format and only reply with the answer.",7
895,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=77, M=72, d=24 -> 2
N=37, M=84, d=3 -> 5

Now determine the toll count for:
N=77, M=40, d=10
Please only give the answer in numerical format and only reply with the answer.",4
896,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=53, M=45, d=15 -> 2
N=79, M=72, d=1 -> 27

Now determine the toll count for:
N=90, M=12, d=6
Please only give the answer in numerical format and only reply with the answer.",8
897,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=87, M=60, d=10 -> 3
N=52, M=12, d=6 -> 4

Now determine the toll count for:
N=40, M=18, d=2
Please only give the answer in numerical format and only reply with the answer.",14
898,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=48, M=30, d=10 -> 3
N=64, M=48, d=1 -> 21

Now determine the toll count for:
N=53, M=60, d=5
Please only give the answer in numerical format and only reply with the answer.",3
899,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=22, M=30, d=5 -> 1
N=68, M=48, d=1 -> 23

Now determine the toll count for:
N=25, M=24, d=3
Please only give the answer in numerical format and only reply with the answer.",4
900,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=49, M=20, d=10 -> 2
N=40, M=30, d=2 -> 11

Now determine the toll count for:
N=60, M=84, d=4
Please only give the answer in numerical format and only reply with the answer.",8
901,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=77, M=60, d=4 -> 11
N=39, M=84, d=28 -> 1

Now determine the toll count for:
N=21, M=40, d=2
Please only give the answer in numerical format and only reply with the answer.",4
902,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=82, M=12, d=4 -> 14
N=64, M=60, d=6 -> 4

Now determine the toll count for:
N=26, M=30, d=2
Please only give the answer in numerical format and only reply with the answer.",7
903,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=62, M=45, d=1 -> 34
N=40, M=72, d=2 -> 7

Now determine the toll count for:
N=44, M=54, d=6
Please only give the answer in numerical format and only reply with the answer.",5
904,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=59, M=48, d=3 -> 10
N=61, M=40, d=10 -> 3

Now determine the toll count for:
N=56, M=60, d=6
Please only give the answer in numerical format and only reply with the answer.",4
905,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=75, M=84, d=3 -> 11
N=44, M=48, d=6 -> 4

Now determine the toll count for:
N=59, M=36, d=2
Please only give the answer in numerical format and only reply with the answer.",10
906,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=69, M=24, d=24 -> 2
N=77, M=20, d=20 -> 3

Now determine the toll count for:
N=46, M=36, d=36
Please only give the answer in numerical format and only reply with the answer.",1
907,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=70, M=30, d=10 -> 5
N=33, M=54, d=27 -> 1

Now determine the toll count for:
N=53, M=54, d=9
Please only give the answer in numerical format and only reply with the answer.",2
908,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=26, M=90, d=10 -> 2
N=72, M=54, d=2 -> 24

Now determine the toll count for:
N=51, M=30, d=10
Please only give the answer in numerical format and only reply with the answer.",4
909,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=77, M=72, d=9 -> 4
N=56, M=48, d=3 -> 9

Now determine the toll count for:
N=51, M=90, d=45
Please only give the answer in numerical format and only reply with the answer.",1
910,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=41, M=60, d=1 -> 11
N=50, M=40, d=8 -> 5

Now determine the toll count for:
N=82, M=30, d=10
Please only give the answer in numerical format and only reply with the answer.",6
911,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=41, M=48, d=16 -> 2
N=67, M=20, d=2 -> 14

Now determine the toll count for:
N=54, M=60, d=1
Please only give the answer in numerical format and only reply with the answer.",15
912,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=71, M=24, d=6 -> 6
N=52, M=48, d=12 -> 2

Now determine the toll count for:
N=84, M=60, d=2
Please only give the answer in numerical format and only reply with the answer.",11
913,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=51, M=48, d=6 -> 4
N=55, M=90, d=5 -> 4

Now determine the toll count for:
N=32, M=40, d=1
Please only give the answer in numerical format and only reply with the answer.",13
914,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=44, M=36, d=4 -> 8
N=28, M=54, d=6 -> 3

Now determine the toll count for:
N=76, M=12, d=2
Please only give the answer in numerical format and only reply with the answer.",13
915,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=44, M=20, d=4 -> 9
N=90, M=84, d=14 -> 2

Now determine the toll count for:
N=83, M=20, d=5
Please only give the answer in numerical format and only reply with the answer.",8
916,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=33, M=60, d=6 -> 2
N=27, M=48, d=4 -> 2

Now determine the toll count for:
N=63, M=84, d=7
Please only give the answer in numerical format and only reply with the answer.",3
917,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=63, M=24, d=12 -> 3
N=67, M=54, d=27 -> 1

Now determine the toll count for:
N=49, M=36, d=2
Please only give the answer in numerical format and only reply with the answer.",8
918,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=51, M=40, d=5 -> 5
N=22, M=30, d=10 -> 2

Now determine the toll count for:
N=51, M=20, d=5
Please only give the answer in numerical format and only reply with the answer.",5
919,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=44, M=30, d=10 -> 3
N=46, M=54, d=9 -> 2

Now determine the toll count for:
N=76, M=40, d=5
Please only give the answer in numerical format and only reply with the answer.",8
920,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=27, M=20, d=5 -> 3
N=85, M=48, d=1 -> 29

Now determine the toll count for:
N=90, M=40, d=20
Please only give the answer in numerical format and only reply with the answer.",2
921,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=77, M=90, d=30 -> 2
N=36, M=84, d=1 -> 10

Now determine the toll count for:
N=57, M=30, d=15
Please only give the answer in numerical format and only reply with the answer.",2
922,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=22, M=36, d=1 -> 7
N=48, M=90, d=2 -> 13

Now determine the toll count for:
N=30, M=12, d=3
Please only give the answer in numerical format and only reply with the answer.",5
923,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=32, M=24, d=2 -> 5
N=21, M=84, d=21 -> 1

Now determine the toll count for:
N=33, M=54, d=9
Please only give the answer in numerical format and only reply with the answer.",1
924,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=65, M=60, d=3 -> 9
N=59, M=36, d=1 -> 20

Now determine the toll count for:
N=84, M=20, d=5
Please only give the answer in numerical format and only reply with the answer.",8
925,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=89, M=45, d=3 -> 16
N=46, M=12, d=12 -> 3

Now determine the toll count for:
N=81, M=84, d=1
Please only give the answer in numerical format and only reply with the answer.",23
926,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=28, M=20, d=20 -> 1
N=52, M=60, d=4 -> 7

Now determine the toll count for:
N=90, M=54, d=2
Please only give the answer in numerical format and only reply with the answer.",30
927,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=25, M=72, d=12 -> 1
N=77, M=54, d=3 -> 9

Now determine the toll count for:
N=71, M=72, d=24
Please only give the answer in numerical format and only reply with the answer.",2
928,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=61, M=48, d=2 -> 10
N=44, M=48, d=8 -> 2

Now determine the toll count for:
N=46, M=20, d=2
Please only give the answer in numerical format and only reply with the answer.",10
929,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=44, M=45, d=1 -> 24
N=47, M=36, d=12 -> 2

Now determine the toll count for:
N=81, M=20, d=2
Please only give the answer in numerical format and only reply with the answer.",16
930,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=56, M=48, d=24 -> 1
N=61, M=40, d=40 -> 1

Now determine the toll count for:
N=82, M=20, d=10
Please only give the answer in numerical format and only reply with the answer.",4
931,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=87, M=30, d=6 -> 12
N=54, M=84, d=14 -> 1

Now determine the toll count for:
N=88, M=18, d=2
Please only give the answer in numerical format and only reply with the answer.",30
932,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=75, M=18, d=3 -> 9
N=24, M=12, d=1 -> 8

Now determine the toll count for:
N=77, M=36, d=12
Please only give the answer in numerical format and only reply with the answer.",4
933,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=85, M=84, d=84 -> 1
N=23, M=48, d=12 -> 1

Now determine the toll count for:
N=45, M=60, d=4
Please only give the answer in numerical format and only reply with the answer.",6
934,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=22, M=54, d=1 -> 7
N=51, M=84, d=4 -> 7

Now determine the toll count for:
N=51, M=40, d=4
Please only give the answer in numerical format and only reply with the answer.",5
935,number_theory,"At the exact-gcd toll, a travel number passes only if its greatest common divisor with the gate number M is exactly d. The tollkeeper records how many passing numbers lie from 1 to N.

Earlier toll records:
N=20, M=45, d=1 -> 11
N=63, M=90, d=2 -> 17

Now determine the toll count for:
N=38, M=30, d=6
Please only give the answer in numerical format and only reply with the answer.",5
936,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 4 blue, R=8, B=1, d=2 -> 34/3
6 red, 3 blue, R=11, B=2, d=3 -> 2010/83

Now determine the registry value for:
6 red, 2 blue, R=6, B=1, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",88/9
937,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
2 red, 3 blue, R=4, B=5, d=3 -> 41/3
4 red, 3 blue, R=10, B=5, d=3 -> 405/17

Now determine the registry value for:
6 red, 4 blue, R=4, B=1, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",249/29
938,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 4 blue, R=6, B=5, d=3 -> 216/13
4 red, 3 blue, R=11, B=1, d=3 -> 351/17

Now determine the registry value for:
2 red, 4 blue, R=12, B=5, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",95/4
939,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 6 blue, R=11, B=5, d=2 -> 86/5
6 red, 6 blue, R=10, B=1, d=3 -> 357/20

Now determine the registry value for:
5 red, 5 blue, R=12, B=3, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",261/11
940,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
6 red, 5 blue, R=8, B=1, d=2 -> 34/3
4 red, 5 blue, R=12, B=2, d=2 -> 212/13

Now determine the registry value for:
2 red, 6 blue, R=10, B=1, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",152/13
941,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 6 blue, R=6, B=3, d=3 -> 333/25
6 red, 6 blue, R=9, B=3, d=3 -> 189/10

Now determine the registry value for:
2 red, 6 blue, R=10, B=2, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",46/3
942,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 3 blue, R=8, B=5, d=3 -> 345/17
6 red, 6 blue, R=6, B=5, d=2 -> 192/17

Now determine the registry value for:
3 red, 6 blue, R=10, B=2, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",33/2
943,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 3 blue, R=6, B=4, d=3 -> 174/11
4 red, 4 blue, R=8, B=2, d=2 -> 128/11

Now determine the registry value for:
4 red, 3 blue, R=9, B=2, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",40/3
944,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
3 red, 4 blue, R=7, B=4, d=3 -> 507/31
3 red, 2 blue, R=7, B=3, d=2 -> 34/3

Now determine the registry value for:
2 red, 5 blue, R=7, B=4, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",78/5
945,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
2 red, 6 blue, R=12, B=4, d=2 -> 216/13
6 red, 4 blue, R=12, B=5, d=2 -> 256/13

Now determine the registry value for:
3 red, 4 blue, R=6, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",56/5
946,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 3 blue, R=12, B=4, d=2 -> 96/5
3 red, 6 blue, R=5, B=4, d=2 -> 64/7

Now determine the registry value for:
2 red, 4 blue, R=5, B=5, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",15
947,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 2 blue, R=5, B=1, d=2 -> 8
2 red, 3 blue, R=5, B=4, d=2 -> 64/7

Now determine the registry value for:
5 red, 5 blue, R=7, B=5, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",201/11
948,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 5 blue, R=6, B=2, d=3 -> 446/37
5 red, 3 blue, R=12, B=5, d=2 -> 99/5

Now determine the registry value for:
5 red, 3 blue, R=9, B=1, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",201/11
949,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
3 red, 6 blue, R=6, B=3, d=2 -> 66/7
2 red, 3 blue, R=7, B=1, d=3 -> 11

Now determine the registry value for:
4 red, 6 blue, R=12, B=2, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",102/5
950,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 3 blue, R=6, B=5, d=2 -> 57/5
4 red, 5 blue, R=6, B=1, d=3 -> 391/37

Now determine the registry value for:
6 red, 5 blue, R=7, B=5, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",573/31
951,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
4 red, 4 blue, R=10, B=4, d=2 -> 172/11
6 red, 5 blue, R=5, B=4, d=2 -> 28/3

Now determine the registry value for:
6 red, 4 blue, R=4, B=4, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",8
952,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
5 red, 4 blue, R=11, B=4, d=3 -> 97/4
4 red, 4 blue, R=4, B=5, d=3 -> 174/13

Now determine the registry value for:
3 red, 2 blue, R=9, B=3, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",14
953,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
3 red, 2 blue, R=5, B=4, d=3 -> 69/5
2 red, 6 blue, R=10, B=2, d=3 -> 46/3

Now determine the registry value for:
4 red, 3 blue, R=11, B=5, d=3
Please only give the answer in reduced fractional form and only reply with the answer.",435/17
954,probability,"In the reward bag room, a bag contains red stones worth R points each and blue stones worth B points each. Exactly d stones are drawn without replacement. The registry records the expected total reward, given that at least one red stone was drawn.

Earlier registry lines:
3 red, 5 blue, R=6, B=2, d=2 -> 26/3
4 red, 2 blue, R=7, B=5, d=2 -> 90/7

Now determine the registry value for:
4 red, 5 blue, R=12, B=5, d=2
Please only give the answer in reduced fractional form and only reply with the answer.",242/13
